te_ev,pressure_torr,radius_m,lambda_m,n_ar0,k_iz,nu_ion,nu_wall,dnu,rel_dnu,p_lambda_torr_cm,ne_sub_lo,ne_sub_hi,alpha_sub_hi,n_ar_star,f_star,ne_star,alpha_star,C_wall,C_Te,C_Ar,dlnk_dlnTe,ne_ref,nu_RR,nu_3b,class
0.8,50.0,0.01,0.004154068068337296,1.619401315476905e+24,9.426400837399843e-23,152.65125916297904,118.06723182756141,34.58402733541763,0.22655579472484916,20.77034034168648,nan,nan,nan,1.4241934456178526e+24,0.12054323285612789,6.074165819280028e+21,0.004264986500232695,3.647889418203721,69.58342850395731,7.295778836407442,20.074982963222965,6.074165819280028e+21,1938.7995824063207,1007090.1440165578,volume-growth (steady state OUT OF SUPPORT)
0.8,50.0,0.02,0.008284653061723664,1.619401315476905e+24,9.426400837399843e-23,152.65125916297904,29.684377504625804,122.96688165835324,0.805541220770848,41.42326530861832,nan,nan,nan,7.141151803821579e+23,0.559025194337418,2.8169243906155116e+22,0.03944635918687568,0.3944140712524104,7.523441689595137,0.7888281425048208,20.074982963222965,2.8169243906155116e+22,8991.27879397089,21659350.981361076,volume-growth (steady state OUT OF SUPPORT)
0.8,50.0,0.05,0.020314161161742474,1.619401315476905e+24,9.426400837399843e-23,152.65125916297904,4.937178294203833,147.7140808687752,0.9676571400637276,101.57080580871236,nan,nan,nan,2.912350880979681e+23,0.8201587924410195,4.1327749267958754e+22,0.14190511705806746,0.10963804156980582,2.091343775065177,0.21927608313961164,20.074982963222965,4.1327749267958754e+22,13191.313080091208,46620676.00549375,volume-growth (steady state OUT OF SUPPORT)
0.8,50.0,0.1,0.038122848105260086,1.619401315476905e+24,9.426400837399843e-23,152.65125916297904,1.401864121286409,151.24939504169262,0.9908165571055676,190.61424052630042,nan,nan,nan,1.5518768427902662e+23,0.9041697182805334,4.556105446551802e+22,0.293586792516341,0.05299352532050499,1.0108505926497575,0.10598705064100998,20.074982963222965,4.556105446551802e+22,14542.532423358865,56660785.6664855,volume-growth (steady state OUT OF SUPPORT)
0.8,50.0,0.2,0.06271313410453205,1.619401315476905e+24,9.426400837399843e-23,152.65125916297904,0.5180355780570528,152.13322358492198,0.9966064113660276,313.56567052266024,nan,nan,nan,9.433743983700615e+22,0.9417454840036212,4.7454494904940025e+22,0.503029284947002,0.03092901266100192,0.589970389577919,0.06185802532200384,20.074982963222965,4.7454494904940025e+22,15146.895498467959,61468097.147609316,volume-growth (steady state OUT OF SUPPORT)
0.85,0.5,0.005,0.002078509543367318,1.619401315476905e+22,3.072380148488731e-22,4.97541645410778,50107.35646892604,-50102.38105247193,0.9999007048704077,0.10392547716836589,0.024059934086542258,0.12029967043271131,7.428650902218373e-24,1.6251390061473822e+24,-99.35430937443617,nan,nan,nan,nan,nan,nan,0.12029967043271131,3.669137671549511e-20,3.0070711874202383e-40,extinction
0.85,0.5,0.01,0.004154068068337296,1.619401315476905e+22,3.072380148488731e-22,4.97541645410778,12544.643381678401,-12539.667965224293,0.9996033831889255,0.2077034034168648,0.09613173084361941,0.4806586542180971,2.96812562534288e-23,8.131467462755935e+23,-49.21280015671261,nan,nan,nan,nan,nan,nan,0.4806586542180971,1.4660079857279143e-19,4.8005209196239915e-39,extinction
0.85,0.5,0.02,0.008284653061723664,1.619401315476905e+22,3.072380148488731e-22,4.97541645410778,3153.9651098664926,-3148.989693412385,0.9984224884293922,0.4142326530861832,0.3828084887743816,1.9140424438719084,1.1819444788509593e-22,4.077258164475303e+23,-24.177564853802608,nan,nan,nan,nan,nan,nan,1.9140424438719084,5.837825831520716e-19,7.612336228241478e-38,extinction
0.85,0.5,0.05,0.020314161161742474,1.619401315476905e+22,3.072380148488731e-22,4.97541645410778,524.5751937591574,-519.5997773050497,0.9905153417216445,1.0157080580871236,2.3199778721105764,11.599889360552883,7.163072704517828e-22,1.6628138896216533e+23,-9.268077923179675,nan,nan,nan,nan,nan,nan,11.599889360552883,3.537964059711822e-18,2.7959057561096816e-36,extinction
0.85,0.5,0.1,0.038122848105260086,1.619401315476905e+22,3.072380148488731e-22,4.97541645410778,148.948062886681,-143.9726464325732,0.9665962996921078,1.9061424052630043,8.372840366352868,41.86420183176435,2.5851653590534205e-21,8.860478955426584e+22,-4.471453475272261,nan,nan,nan,nan,nan,nan,41.86420183176435,1.2768573635968244e-17,3.641668967544595e-35,extinction
0.85,0.5,0.2,0.06271313410453205,1.619401315476905e+22,3.072380148488731e-22,4.97541645410778,55.041280168561876,-50.065863714454096,0.9096057279396346,3.1356567052266024,24.077483064639114,120.38741532319558,7.434069255880661e-21,5.386219301279836e+22,-2.3260559009078134,nan,nan,nan,nan,nan,nan,120.38741532319558,3.671813889048726e-17,3.011459418197321e-34,extinction
0.85,1.0,0.005,0.002078509543367318,3.23880263095381e+22,3.072380148488731e-22,9.95083290821556,25053.67823446302,-25043.727401554803,0.9996028194816309,0.20785095433673179,0.09626841614850505,0.48134208074252527,1.486172933609025e-23,1.6251390061473822e+24,-49.177154687218085,nan,nan,nan,nan,nan,nan,0.48134208074252527,1.4680924353340488e-19,4.814181906316816e-39,extinction
0.85,1.0,0.01,0.004154068068337296,3.23880263095381e+22,3.072380148488731e-22,9.95083290821556,6272.3216908392005,-6262.370857930985,0.9984135327557021,0.4154068068337296,0.3849851799098236,1.9249258995491183,5.943325725230246e-23,8.131467462755935e+23,-24.106400078356305,nan,nan,nan,nan,nan,nan,1.9249258995491183,5.871020350739475e-19,7.699151509806339e-38,extinction
0.85,1.0,0.02,0.008284653061723664,3.23880263095381e+22,3.072380148488731e-22,9.95083290821556,1576.9825549332463,-1567.0317220250308,0.9936899537175687,0.8284653061723664,1.53852658980447,7.69263294902235,2.375147184179269e-22,4.077258164475303e+23,-11.588782426901304,nan,nan,nan,nan,nan,nan,7.69263294902235,2.3462515936357893e-18,1.2296028348715622e-36,extinction
0.85,1.0,0.05,0.020314161161742474,3.23880263095381e+22,3.072380148488731e-22,9.95083290821556,262.2875968795787,-252.33676397136315,0.9620613668865777,2.031416116174247,9.554374612159977,47.7718730607999,1.4749856198162757e-21,1.6628138896216533e+23,-4.134038961589837,nan,nan,nan,nan,nan,nan,47.7718730607999,1.4570412242808642e-17,4.7419762395255044e-35,extinction
0.85,1.0,0.1,0.038122848105260086,3.23880263095381e+22,3.072380148488731e-22,9.95083290821556,74.4740314433405,-64.52319853512493,0.866385198768431,3.8122848105260085,37.36516518303332,186.82582591516663,5.76836094085015e-21,8.860478955426584e+22,-1.7357267376361305,nan,nan,nan,nan,nan,nan,186.82582591516663,5.698184154769668e-17,7.252515338727745e-34,extinction
0.85,1.0,0.2,0.06271313410453205,3.23880263095381e+22,3.072380148488731e-22,9.95083290821556,27.520640084280938,-17.56980717606538,0.6384229117585382,6.271313410453205,137.21948950509218,686.097447525461,2.1183675750053625e-20,5.386219301279836e+22,-0.6630279504539067,nan,nan,nan,nan,nan,nan,686.097447525461,2.0925959165263993e-16,9.781071678454404e-33,extinction
0.85,2.0,0.005,0.002078509543367318,6.47760526190762e+22,3.072380148488731e-22,19.90166581643112,12526.83911723151,-12506.937451415079,0.9984112779265237,0.41570190867346357,0.3855332259824833,1.9276661299124167,2.9758931765235866e-23,1.6251390061473822e+24,-24.088577343609042,nan,nan,nan,nan,nan,nan,1.9276661299124167,5.879378048161702e-19,7.721087383173547e-38,extinction
0.85,2.0,0.01,0.004154068068337296,6.47760526190762e+22,3.072380148488731e-22,19.90166581643112,3136.1608454196003,-3116.2591796031693,0.9936541310228085,0.8308136136674592,1.547316723321844,7.73658361660922,1.1943586099797068e-22,8.131467462755935e+23,-11.553200039178153,nan,nan,nan,nan,nan,nan,7.73658361660922,2.359656538932205e-18,1.24369326287845e-36,extinction
0.85,2.0,0.02,0.008284653061723664,6.47760526190762e+22,3.072380148488731e-22,19.90166581643112,788.4912774666232,-768.5896116501921,0.9747598148702747,1.6569306123447327,6.273621019223137,31.36810509611569,4.84254656278298e-22,4.077258164475303e+23,-5.294391213450652,nan,nan,nan,nan,nan,nan,31.36810509611569,9.567266117961575e-18,2.0445201869879232e-35,extinction
0.85,2.0,0.05,0.020314161161742474,6.47760526190762e+22,3.072380148488731e-22,19.90166581643112,131.14379843978935,-111.24213262335823,0.8482454675463106,4.062832232348494,43.34544681133451,216.72723405667256,3.3457925466864207e-21,1.6628138896216533e+23,-1.5670194807949187,nan,nan,nan,nan,nan,nan,216.72723405667256,6.610176537207187e-17,9.75982006876734e-34,extinction
0.85,2.0,0.1,0.038122848105260086,6.47760526190762e+22,3.072380148488731e-22,19.90166581643112,37.23701572167025,-17.335349905239127,0.465540795073724,7.624569621052017,278.15071337832796,1390.75356689164,2.1470180887219895e-20,8.860478955426584e+22,-0.36786336881806525,nan,nan,nan,nan,nan,nan,1390.75356689164,4.241795747045058e-16,4.018974023934048e-32,extinction
0.85,2.0,0.2,0.06271313410453205,6.47760526190762e+22,3.072380148488731e-22,19.90166581643112,13.760320042140469,6.1413457742906505,0.30858450900226964,12.54262682090641,nan,nan,nan,5.386219301279836e+22,0.16848602477304664,3.202096353580702e+20,0.005944979538467441,2.467605180747234,44.207367798911115,4.935210361494468,18.915089554774056,3.202096353580702e+20,97.66387818515224,2130.5102422009645,volume-growth (steady state OUT OF SUPPORT)
0.85,5.0,0.005,0.002078509543367318,1.6194013154769048e+23,3.072380148488731e-22,49.75416454107779,5010.735646892605,-4960.981482351527,0.9900704870407737,1.0392547716836589,2.429882050537114,12.149410252685572,7.502408536149445e-23,1.6251390061473822e+24,-9.035430937443618,nan,nan,nan,nan,nan,nan,12.149410252685572,3.705567827816517e-18,3.067080881198159e-36,extinction
0.85,5.0,0.01,0.004154068068337296,1.6194013154769048e+23,3.072380148488731e-22,49.75416454107779,1254.4643381678404,-1204.7101736267625,0.9603383188925526,2.077034034168648,10.00622400383885,50.031120019194255,3.0894824859679927e-22,8.131467462755935e+23,-4.021280015671262,nan,nan,nan,nan,nan,nan,50.031120019194255,1.5259482137560767e-17,5.20110096991434e-35,extinction
0.85,5.0,0.02,0.008284653061723664,1.6194013154769048e+23,3.072380148488731e-22,49.75416454107779,315.39651098664933,-265.64234644557155,0.8422488429392173,4.142326530861832,45.37905954494681,226.89529772473406,1.401106047995982e-21,4.077258164475303e+23,-1.5177564853802608,nan,nan,nan,nan,nan,nan,226.89529772473406,6.920302286654409e-17,1.0697094322121064e-33,extinction
0.85,5.0,0.05,0.020314161161742474,1.6194013154769048e+23,3.072380148488731e-22,49.75416454107779,52.457519375915744,-2.7033548348379526,0.05153417216444121,10.157080580871238,4459.126009529405,22295.63004764702,1.3767822611087036e-19,1.6628138896216533e+23,-0.026807792317967705,nan,nan,nan,nan,nan,nan,22295.63004764702,6.800162945127129e-15,1.0328906195294433e-29,extinction
0.85,5.0,0.1,0.038122848105260086,1.6194013154769048e+23,3.072380148488731e-22,49.75416454107779,14.8948062886681,34.85935825240969,0.7006319686793108,19.061424052630045,nan,nan,nan,8.860478955426584e+22,0.4528546524727738,2.1516387387891838e+21,0.024283548887291433,0.6041070181564727,10.822631330940725,1.2082140363129454,18.915089554774056,2.1516387387891838e+21,656.2494081371976,96195.23147047732,volume-growth (steady state OUT OF SUPPORT)
0.85,5.0,0.2,0.06271313410453205,1.6194013154769048e+23,3.072380148488731e-22,49.75416454107779,5.504128016856188,44.250036524221606,0.8893735214403632,31.356567052266026,nan,nan,nan,5.386219301279836e+22,0.6673944099092186,3.1709769537994453e+21,0.05887203577184427,0.24918218159485603,4.464121098725817,0.49836436318971206,18.915089554774056,3.1709769537994453e+21,967.1473708075257,208930.09685061296,volume-growth (steady state OUT OF SUPPORT)
0.85,10.0,0.005,0.002078509543367318,3.2388026309538096e+23,3.072380148488731e-22,99.50832908215558,2505.3678234463023,-2405.8594943641465,0.9602819481630943,2.0785095433673177,10.021033967487728,50.105169837438645,1.547027576134917e-22,1.6251390061473822e+24,-4.017715468721809,nan,nan,nan,nan,nan,nan,50.105169837438645,1.528206731811152e-17,5.216508404321163e-35,extinction
0.85,10.0,0.01,0.004154068068337296,3.2388026309538096e+23,3.072380148488731e-22,99.50832908215558,627.2321690839202,-527.7238400017646,0.8413532755702109,4.154068068337296,45.685257868860624,228.42628934430311,7.052800536877199e-22,8.131467462755935e+23,-1.5106400078356308,nan,nan,nan,nan,nan,nan,228.42628934430311,6.966997502077543e-17,1.0841940116089581e-33,extinction
0.85,10.0,0.02,0.008284653061723664,3.2388026309538096e+23,3.072380148488731e-22,99.50832908215558,157.69825549332467,-58.18992641116908,0.36899537175686925,8.284653061723663,414.3191304912597,2071.5956524562985,6.396177502937945e-21,4.077258164475303e+23,-0.2588782426901304,nan,nan,nan,nan,nan,nan,2071.5956524562985,6.318362819536681e-16,8.917124209654801e-32,extinction
0.85,10.0,0.05,0.020314161161742474,3.2388026309538096e+23,3.072380148488731e-22,99.50832908215558,26.228759687957872,73.27956939419771,0.7364164394087753,20.314161161742476,nan,nan,nan,1.6628138896216533e+23,0.48659610384101615,4.623907567036249e+21,0.02780772758693004,0.5275462463697885,9.451038247999659,1.055092492739577,18.915089554774056,4.623907567036249e+21,1410.2909328804199,444255.8158855107,volume-growth (steady state OUT OF SUPPORT)
0.85,10.0,0.1,0.038122848105260086,3.2388026309538096e+23,3.072380148488731e-22,99.50832908215558,7.44740314433405,92.06092593782154,0.9251579921698277,38.12284810526009,nan,nan,nan,8.860478955426584e+22,0.726427326236387,6.902917602858143e+21,0.07790682239169998,0.18830009822248184,3.3734131228285134,0.3766001964449637,18.915089554774056,6.902917602858143e+21,2105.38856250782,990102.6277840729,volume-growth (steady state OUT OF SUPPORT)
0.85,10.0,0.2,0.06271313410453205,3.2388026309538096e+23,3.072380148488731e-22,99.50832908215558,2.752064008428094,96.75626507372749,0.9723433803600908,62.71313410453205,nan,nan,nan,5.386219301279836e+22,0.8336972049546093,7.922255817868404e+21,0.14708379616080564,0.09973812677856168,1.786817473263341,0.19947625355712337,18.915089554774056,7.922255817868404e+21,2416.286525178148,1304104.995482714,volume-growth (steady state OUT OF SUPPORT)
0.85,20.0,0.005,0.002078509543367318,6.477605261907619e+23,3.072380148488731e-22,199.01665816431117,1252.6839117231511,-1053.66725355884,0.8411277926523776,4.1570190867346355,45.76245419527908,228.8122709763954,3.532358977197253e-22,1.6251390061473822e+24,-1.5088577343609044,nan,nan,nan,nan,nan,nan,228.8122709763954,6.978769934551729e-17,1.0878611248487054e-33,extinction
0.85,20.0,0.01,0.004154068068337296,6.477605261907619e+23,3.072380148488731e-22,199.01665816431117,313.6160845419601,-114.59942637764894,0.3654131022808435,8.308136136674593,420.75602777586215,2103.780138879311,3.247774530582864e-21,8.131467462755935e+23,-0.2553200039178154,nan,nan,nan,nan,nan,nan,2103.780138879311,6.416525442218346e-16,9.196350937173281e-32,extinction
0.85,20.0,0.02,0.008284653061723664,6.477605261907619e+23,3.072380148488731e-22,199.01665816431117,78.84912774666233,120.16753041764883,0.6038063925203523,16.569306123447326,nan,nan,nan,4.077258164475303e+23,0.3705608786549348,7.042552282416055e+21,0.017272765172872864,0.8493059543006927,15.21539223069975,1.6986119086013853,18.915089554774056,7.042552282416055e+21,2147.9771133473882,1030564.0625823048,volume-growth (steady state OUT OF SUPPORT)
0.85,20.0,0.05,0.020314161161742474,6.477605261907619e+23,3.072380148488731e-22,199.01665816431117,13.114379843978936,185.90227832033224,0.9341041098521939,40.62832232348495,nan,nan,nan,1.6628138896216533e+23,0.7432980519205081,1.4126465295174165e+22,0.08495517979097718,0.17267766773788398,3.09353588163371,0.34535533547576797,18.915089554774056,1.4126465295174165e+22,4308.569241621664,4146501.7024284634,volume-growth (steady state OUT OF SUPPORT)
0.85,20.0,0.1,0.038122848105260086,6.477605261907619e+23,3.072380148488731e-22,199.01665816431117,3.723701572167025,195.29295659214415,0.981289498042457,76.24569621052018,nan,nan,nan,8.860478955426584e+22,0.8632136631181935,1.640547533099606e+22,0.1851533694005171,0.07923086874441501,1.4194281090587435,0.15846173748883002,18.915089554774056,1.640547533099606e+22,5003.6668712490655,5592325.873979068,volume-growth (steady state OUT OF SUPPORT)
0.85,20.0,0.2,0.06271313410453205,6.477605261907619e+23,3.072380148488731e-22,199.01665816431117,1.376032004214047,197.64062616009713,0.9930858450900227,125.4262682090641,nan,nan,nan,5.386219301279836e+22,0.9168486024773046,1.7424813546006322e+22,0.3235073169387284,0.04534630761175955,0.8123831618430047,0.0906926152235191,18.915089554774056,1.7424813546006322e+22,5314.564833919394,6308863.24631472,volume-growth (steady state OUT OF SUPPORT)
0.85,50.0,0.005,0.002078509543367318,1.619401315476905e+24,3.072380148488731e-22,497.541645410778,501.0735646892603,-3.5319192784822917,0.007048704077359587,10.392547716836589,34130.451198174014,170652.2559908701,1.0537984276035611e-19,1.6251390061473822e+24,-0.0035430937443616806,nan,nan,nan,nan,nan,nan,170652.2559908701,5.2048905781603326e-14,6.0511637037254145e-28,near-threshold/ill-conditioned
0.85,50.0,0.01,0.004154068068337296,1.619401315476905e+24,3.072380148488731e-22,497.541645410778,125.44643381678401,372.095211593994,0.7478674700422042,20.77034034168648,nan,nan,nan,8.131467462755935e+23,0.4978719984328739,2.3655287031658875e+22,0.029091043086633187,0.504274194117814,9.034117347782155,1.008548388235628,18.915089554774056,2.3655287031658875e+22,7214.8580679382685,11627096.542220129,volume-growth (steady state OUT OF SUPPORT)
0.85,50.0,0.02,0.008284653061723664,1.619401315476905e+24,3.072380148488731e-22,497.541645410778,31.539651098664926,466.0019943121131,0.9366090228032564,41.42326530861832,nan,nan,nan,4.077258164475303e+23,0.748224351461974,3.555022546682981e+22,0.08719149985785785,0.16824876659392027,3.0141917210103593,0.33649753318784054,18.915089554774056,3.555022546682981e+22,10842.812039571125,26260292.13957283,volume-growth (steady state OUT OF SUPPORT)
0.85,50.0,0.05,0.020314161161742474,1.619401315476905e+24,3.072380148488731e-22,497.541645410778,5.2457519375915735,492.2958934731864,0.9894566575763509,101.57080580871236,nan,nan,nan,1.6628138896216533e+23,0.8973192207682033,4.263413847958792e+22,0.2563975364031187,0.05721530134164004,1.0250172474388655,0.11443060268328008,18.915089554774056,4.263413847958792e+22,13003.404167845401,37768506.99059976,volume-growth (steady state OUT OF SUPPORT)
0.85,50.0,0.1,0.038122848105260086,1.619401315476905e+24,3.072380148488731e-22,497.541645410778,1.4894806288668099,496.0521647819112,0.9970063196867931,190.61424052630042,nan,nan,nan,8.860478955426584e+22,0.9452854652472774,4.491314851540981e+22,0.5068930104269683,0.028940746877140336,0.5184760720860168,0.05788149375428067,18.915089554774056,4.491314851540981e+22,13698.5017974728,41914263.24110648,volume-growth (steady state OUT OF SUPPORT)
0.85,50.0,0.2,0.06271313410453205,1.619401315476905e+24,3.072380148488731e-22,497.541645410778,0.5504128016856187,496.9912326090924,0.9988937352144036,313.56567052266024,nan,nan,nan,5.386219301279836e+22,0.9667394409909219,4.593248673042007e+22,0.8527778792724967,0.017202442353539203,0.308183295324493,0.034404884707078406,18.915089554774056,4.593248673042007e+22,14009.39976014313,43838405.62735317,volume-growth (steady state OUT OF SUPPORT)
0.9,0.5,0.005,0.002078509543367318,1.619401315476905e+22,8.792205274299061e-22,14.238108787142883,53054.848025921674,-53040.609917134534,0.9997316341613083,0.10392547716836589,0.022727113952584466,0.11363556976292236,7.017134584051965e-24,9.885323168280854e+23,-60.04307236140338,nan,nan,nan,nan,nan,nan,0.11363556976292236,3.320444120287787e-20,2.0746139563853245e-40,extinction
0.9,0.5,0.01,0.004154068068337296,1.619401315476905e+22,8.792205274299061e-22,14.238108787142883,13282.56358060066,-13268.325471813516,0.9989280601820014,0.2077034034168648,0.0908524582293455,0.45426229114672756,2.805124874268425e-23,4.946172813380457e+23,-29.543218448132702,nan,nan,nan,nan,nan,nan,0.45426229114672756,1.3273595203099547e-19,3.315294258737043e-39,extinction
0.9,0.5,0.02,0.008284653061723664,1.619401315476905e+22,8.792205274299061e-22,14.238108787142883,3339.492469270403,-3325.2543604832604,0.9957364453077346,0.4142326530861832,0.36251662430001547,1.8125831215000776,1.1192921138058243e-22,2.4800964375286646e+23,-14.314897016730466,nan,nan,nan,nan,nan,nan,1.8125831215000776,5.2963882531450035e-19,5.278427620009066e-38,extinction
0.9,0.5,0.05,0.020314161161742474,1.619401315476905e+22,8.792205274299061e-22,14.238108787142883,555.4325580979312,-541.1944493107883,0.9743657288728247,1.0157080580871236,2.227406410461994,11.13703205230997,6.877252689541118e-22,1.0114490271563534e+23,-5.245820708491194,nan,nan,nan,nan,nan,nan,11.13703205230997,3.254253282902557e-18,1.992726272395631e-36,extinction
0.9,0.5,0.1,0.038122848105260086,1.619401315476905e+22,8.792205274299061e-22,14.238108787142883,157.709713644721,-143.47160485757811,0.9097195191209487,1.9061424052630043,8.402080585199688,42.01040292599845,2.5941934543647453e-21,5.3896126773662595e+22,-2.328151351895776,nan,nan,nan,nan,nan,nan,42.01040292599845,1.2275486951627622e-17,2.835452663599158e-35,extinction
0.9,0.5,0.2,0.06271313410453205,1.619401315476905e+22,8.792205274299061e-22,14.238108787142883,58.27900253141845,-44.040893744275564,0.7556905889137848,3.1356567052266024,27.371378807633395,136.85689403816698,8.451079589117374e-21,3.2763054881444626e+22,-1.0231584702520808,nan,nan,nan,nan,nan,nan,136.85689403816698,3.9989738255191356e-17,3.009137732539858e-34,extinction
0.9,1.0,0.005,0.002078509543367318,3.23880263095381e+22,8.792205274299061e-22,28.476217574285766,26527.424012960837,-26498.94779538655,0.9989265366452327,0.20785095433673179,0.09098172463369796,0.45490862316848985,1.4045580265399553e-23,9.885323168280854e+23,-29.52153618070169,nan,nan,nan,nan,nan,nan,0.45490862316848985,1.3292481097418482e-19,3.324735083014438e-39,extinction
0.9,1.0,0.01,0.004154068068337296,3.23880263095381e+22,8.792205274299061e-22,28.476217574285766,6641.28179030033,-6612.805572726044,0.995712240728006,0.4154068068337296,0.3645835258405648,1.8229176292028242,5.628368989764543e-23,4.946172813380457e+23,-14.271609224066351,nan,nan,nan,nan,nan,nan,1.8229176292028242,5.326585800804813e-19,5.338789497486164e-38,extinction
0.9,1.0,0.02,0.008284653061723664,3.23880263095381e+22,8.792205274299061e-22,28.476217574285766,1669.7462346352015,-1641.2700170609157,0.9829457812309382,0.8284653061723664,1.4689356086087055,7.344678043043529,2.267713991846598e-22,2.4800964375286646e+23,-6.657448508365233,nan,nan,nan,nan,nan,nan,7.344678043043529,2.1461231790636043e-18,8.666709380183446e-37,extinction
0.9,1.0,0.05,0.020314161161742474,3.23880263095381e+22,8.792205274299061e-22,28.476217574285766,277.7162790489656,-249.24006147467983,0.8974629154912991,2.031416116174247,9.673083681402963,48.36541840701482,1.4933116931787678e-21,1.0114490271563534e+23,-2.122910354245597,nan,nan,nan,nan,nan,nan,48.36541840701482,1.4132429617757835e-17,3.7581889033943337e-35,extinction
0.9,1.0,0.1,0.038122848105260086,3.23880263095381e+22,8.792205274299061e-22,28.476217574285766,78.8548568223605,-50.378639248074734,0.6388780764837949,3.8122848105260085,47.85599625926245,239.27998129631226,7.387914873523664e-21,5.3896126773662595e+22,-0.6640756759478881,nan,nan,nan,nan,nan,nan,239.27998129631226,6.991787946815493e-17,9.198593765485612e-34,extinction
0.9,1.0,0.2,0.06271313410453205,3.23880263095381e+22,8.792205274299061e-22,28.476217574285766,29.139501265709224,-0.6632836914234588,0.022762355655139423,6.271313410453205,3634.824740268487,18174.123701342436,5.611371167742399e-19,3.2763054881444626e+22,-0.011579235126040421,nan,nan,nan,nan,nan,nan,18174.123701342436,5.310499371931295e-15,5.30659162151258e-30,extinction
0.9,2.0,0.005,0.002078509543367318,6.47760526190762e+22,8.792205274299061e-22,56.95243514857153,13263.712006480418,-13206.759571331848,0.9957061465809312,0.41570190867346357,0.3651039391428045,1.8255196957140225,2.8182015141447765e-23,9.885323168280854e+23,-14.260768090350846,nan,nan,nan,nan,nan,nan,1.8255196957140225,5.334189068395878e-19,5.354041750146126e-38,extinction
0.9,2.0,0.01,0.004154068068337296,6.47760526190762e+22,8.792205274299061e-22,56.95243514857153,3320.640895150165,-3263.6884600015933,0.9828489629120236,0.8308136136674592,1.4774204100359627,7.387102050179814,1.1404063309662607e-22,4.946172813380457e+23,-6.6358046120331755,nan,nan,nan,nan,nan,nan,7.387102050179814,2.158519521630339e-18,8.76711906920856e-37,extinction
0.9,2.0,0.02,0.008284653061723664,6.47760526190762e+22,8.792205274299061e-22,56.95243514857153,834.8731173176008,-777.9206821690292,0.9317831249237531,1.6569306123447327,6.198369645296933,30.991848226484667,4.784460764958335e-22,2.4800964375286646e+23,-2.8287242541826165,nan,nan,nan,nan,nan,nan,30.991848226484667,9.055852884372078e-18,1.5431340725196221e-35,extinction
0.9,2.0,0.05,0.020314161161742474,6.47760526190762e+22,8.792205274299061e-22,56.95243514857153,138.8581395244828,-81.90570437591126,0.5898516619651961,4.062832232348494,58.87062420799244,294.3531210399622,4.544165770195092e-21,1.0114490271563534e+23,-0.5614551771227985,nan,nan,nan,nan,nan,nan,294.3531210399622,8.601031279947062e-17,1.3920216746285625e-33,extinction
0.9,2.0,0.1,0.038122848105260086,6.47760526190762e+22,8.792205274299061e-22,56.95243514857153,39.42742841118025,17.52500673739128,0.30771303617964507,7.624569621052017,nan,nan,nan,5.3896126773662595e+22,0.16796216202605596,3.019721254281468e+20,0.005602853924852193,2.476860942778499,41.81979136467163,4.953721885556998,17.884190243542264,3.019721254281468e+20,88.2365944449074,1465.0161728649202,volume-growth (steady state OUT OF SUPPORT)
0.9,2.0,0.2,0.06271313410453205,6.47760526190762e+22,8.792205274299061e-22,56.95243514857153,14.569750632854612,42.38268451571692,0.7441768627654537,12.54262682090641,nan,nan,nan,3.2763054881444626e+22,0.4942103824369798,8.885201154412433e+20,0.027119574736129293,0.51171488452847,8.639891460830949,1.02342976905694,17.884190243542264,8.885201154412433e+20,259.62657636420244,12683.620412161845,volume-growth (steady state OUT OF SUPPORT)
0.9,5.0,0.005,0.002078509543367318,1.6194013154769048e+23,8.792205274299061e-22,142.3810878714288,5305.484802592168,-5163.10371472074,0.9731634161308192,1.0392547716836589,2.3347584172372153,11.673792086186076,7.208708536060568e-23,9.885323168280854e+23,-5.104307236140339,nan,nan,nan,nan,nan,nan,11.673792086186076,3.411095168080566e-18,2.1894378201348002e-36,extinction
0.9,5.0,0.01,0.004154068068337296,1.6194013154769048e+23,8.792205274299061e-22,142.3810878714288,1328.256358060066,-1185.8752701886374,0.8928060182001478,2.077034034168648,10.165149877099177,50.82574938549589,3.1385518153990126e-22,4.946172813380457e+23,-2.0543218448132703,nan,nan,nan,nan,nan,nan,50.82574938549589,1.485134109490387e-17,4.150269405581812e-35,extinction
0.9,5.0,0.02,0.008284653061723664,1.6194013154769048e+23,8.792205274299061e-22,142.3810878714288,333.94924692704035,-191.56815905561155,0.5736445307734575,4.142326530861832,62.925905413715306,314.6295270685765,1.9428755803864458e-21,2.4800964375286646e+23,-0.5314897016730469,nan,nan,nan,nan,nan,nan,314.6295270685765,9.193510143024386e-17,1.590404743892403e-33,extinction
0.9,5.0,0.05,0.020314161161742474,1.6194013154769048e+23,8.792205274299061e-22,142.3810878714288,55.54325580979313,86.83783206163568,0.6098972367738256,10.157080580871238,nan,nan,nan,1.0114490271563534e+23,0.37541792915088057,1.6873703669630425e+21,0.016682702950508672,0.8318490172563119,14.045097061259241,1.6636980345126238,17.884190243542264,1.6873703669630425e+21,493.0515177087094,45743.51604691052,volume-growth (steady state OUT OF SUPPORT)
